"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","TRANSECT_PHOTOS","Oceanography","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","ACAS","ACBR","ACPH","ACTA","AMSP","ASPP","ASSP","AVSP","CAUL","CHLS","COSP","CYPS","DICO","DICT","ECHL","ECHP","FASP","FAVS","GALI","GALS","GASP","GOAL","GONS","HALI","HYSP","ISSP","LEPT","LESP","LOBO","LOSY","MICR","MOEN","MONE","NEOM","PADI","PAVS","PESP","PLLE","POCS","POMA","PONM","PSSP","STYS","TURS","AMNE","ANTI","ASTS","BGMA","BI","BR","BRMA","BRY","CCAH","CCAR","CMOR","COL","DISP","EMA","ENC","EUSP","FINE","FOL","FREE","FUSP","GC","GRMA","HARD","HCOE","HYCO","LOBS","LPHY","MASS","MESP","MISP","MOBR","MOFO","MONS","OCTO","OUSP","PACS","PAEN","PAFO","PAMA","PHSP","PLER","PLSP","POBR","POEN","POFO","RDMA","RUB","SAND","SG","SP","SYSP","TUN","TURFH","TURFR","UI","UPMA","USC","ZO","HAL","NS","TAB","N","new.N"
8476,"TAU-00637",2015,"3/20/2015","HA1501","2015","AS_SANCTUARY","TAU_OPEN",0,"-1",0,"CNET","SAMOA","Tau",0,0,-14.21393,-169.47638,"Forereef","Mid",0,2.10526315789474,0,0.701754385964912,0,0,5.96491228070175,0,0,0,0,0,0,0,0,0,0.350877192982456,0,0,0,0.350877192982456,0,1.40350877192982,0,0,0,0,0,0,0,0,24.5614035087719,0,0,0,0,0,0,0.350877192982456,0,0,0,0,0,0,0,0,0.350877192982456,0,0,0,0,12.280701754386,0.350877192982456,0,0,0,7.36842105263158,11.5789473684211,0,0,0,0,0,0,0,0,0,0,0,0.701754385964912,0.701754385964912,0,0,0,0,0,0,0,0,0.350877192982456,0,0,0,0,0.701754385964912,0,0,0,0,0,0.350877192982456,0,0.350877192982456,0,0,29.1228070175439,0,0,0,0,0,0,0,0,300,285
8477,"TAU-00654",2015,"3/20/2015","HA1501","2015","AS_SANCTUARY","TAU_OPEN",0,"-1",0,"CNET","SAMOA","Tau",0,0,-14.216158,-169.500079,"Forereef","Mid",0,8.53242320819113,0,0,0,0,1.36518771331058,0,0,0,0,0,0,0,0,0,0.68259385665529,0.341296928327645,0,0,0.341296928327645,0,1.36518771331058,0,0,2.38907849829352,0,0,0,0,0,15.358361774744,0,0,0,0,0,0,0.341296928327645,2.04778156996587,0,0,0,0,0,0,0,0.341296928327645,0,0,0,0,15.0170648464164,0,0,0,0,4.43686006825939,5.80204778156997,0,0,0.341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341296928327645,0,0,0,0,0,0,0,0,0,2.04778156996587,0,1.02389078498294,0,0,0,1.36518771331058,0,0,0,0,30.3754266211604,6.14334470989761,0,0,0,0,0,0,0,300,293
8478,"OFU-00559",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.17422918,-169.63414284,"Forereef","Deep",0,3.1496062992126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78740157480315,0,0,0,0.393700787401575,0,6.69291338582677,3.1496062992126,0,0,0,0,0,0,0,6.69291338582677,0,0,0,0,0,0,4.7244094488189,0.78740157480315,0,0,0,0,0,0,0,0.78740157480315,0,0,0,0,14.5669291338583,0,0,0,0,6.69291338582677,3.1496062992126,0,0,2.75590551181102,1.18110236220472,1.18110236220472,0,0,0.393700787401575,0,0,0,0,3.93700787401575,0,0,0,0,1.18110236220472,0.393700787401575,0,0,1.96850393700787,0,0,0,0,0.393700787401575,0.78740157480315,4.7244094488189,6.2992125984252,0.393700787401575,0,0,0,1.5748031496063,0,0,20.0787401574803,0,0,1.18110236220472,0,0,0,0,0,300,254
8479,"OFU-00484",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.19280599,-169.61005216,"Forereef","Deep",0,2.06896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344827586206897,0,0,0,0.689655172413793,0,8.62068965517241,2.41379310344828,0,0,0,0,0,0,0,1.03448275862069,0,0,0,0,0,0,6.55172413793103,0,0,0,0.344827586206897,0,0,0,0,6.89655172413793,0,0,0,0,33.7931034482759,0,0,0,0,10.6896551724138,2.06896551724138,0,0,0,0,0,0,0,0.689655172413793,0,0,0,0,0.689655172413793,0,0,0,0.344827586206897,1.03448275862069,0,0,0,0,0,0,0,0,1.03448275862069,0,2.41379310344828,1.72413793103448,1.37931034482759,0,0,0,0.344827586206897,0,0.344827586206897,14.4827586206897,0,0,0,0,0,0,0,0,300,290
8480,"OFU-00571",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.17114816,-169.60816339,"Forereef","Mid",0,2.41379310344828,0,0,0,0,1.37931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72413793103448,0,0.344827586206897,0.689655172413793,0,0,0,0,0,4.13793103448276,0,0,0,0,0,0,1.03448275862069,6.55172413793103,0,0,0,30.6896551724138,0,0,0,0,0,0,0,0,11.3793103448276,0,0,0,0,2.41379310344828,2.41379310344828,0,0,0,0,0,0,0,0.344827586206897,0,0,0,0,0,0,0,0,0.344827586206897,0,1.72413793103448,0,0,0,0,0,0,0,0.344827586206897,0,1.03448275862069,1.37931034482759,0,0,7.93103448275862,0,3.44827586206897,0,0,15.8620689655172,2.41379310344828,0,0,0,0,0,0,0,300,290
8481,"OFU-00579",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.16781249,-169.60786256,"Forereef","Mid",0,18.8811188811189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699300699300699,0,0,0,0.34965034965035,0,1.74825174825175,0.34965034965035,0,0,0,0,0,0,0,5.59440559440559,0,0,0,0,0,0,2.0979020979021,0,0,0,0,0,0,0,0,0.699300699300699,0,0.34965034965035,0,0,43.006993006993,0,0,0.699300699300699,0,4.54545454545455,2.0979020979021,0,0,0,0,0,0,0.34965034965035,0.34965034965035,0,0,0,2.44755244755245,1.74825174825175,0,0.699300699300699,0,0.34965034965035,0,2.0979020979021,0,0,0,0,0,0,0,0.34965034965035,0,0.34965034965035,0,0,0,0,0,1.04895104895105,0,0,9.09090909090909,0,0,0,0,0,0,0,0,300,286
8482,"OFU-00604",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.15186349,-169.61059791,"Forereef","Mid",0,1.58102766798419,0,0,0,0,1.58102766798419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58102766798419,0,0,0,0,0,0,1.97628458498024,2.76679841897233,0,0,0,0,0,0,0,0,0,0,0,0,5.92885375494071,0,0,0,0,4.34782608695652,3.16205533596838,0,0,0,0,0,0,0,0,0,0,0,0,1.58102766798419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790513833992095,0,0,0,0,0,1.18577075098814,0,0.395256916996047,71.9367588932806,0.790513833992095,0,0.395256916996047,0,0,0,0,0,300,253
8483,"OFU-00631",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.15477252,-169.61064007,"Forereef","Shallow",0,0.374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374531835205993,0,0,0,0,0,0.374531835205993,0,0.374531835205993,0,0,0,0,0,0,2.99625468164794,0,0,0,0,0,0,0.749063670411985,0,0,0,0,0,0,0,0,0.374531835205993,0,0,0,0,29.9625468164794,0,0,0,0,6.74157303370786,2.99625468164794,0,0,0,0,0,0,0.374531835205993,0.374531835205993,0,0,0,0.749063670411985,0.374531835205993,0,1.12359550561798,0,0,0,0.374531835205993,0,0,0,0,0,0,0,0,0,1.12359550561798,0,0,0,0,0,0.374531835205993,0,0,49.812734082397,0,0,0,0,0,0,0,0,300,267
8484,"OFU-00686",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.173137,-169.642443,"Forereef","Deep",0,0.716845878136201,0,0,0,0,0.3584229390681,0,0,0,0,0,0,0,0,0,0.3584229390681,0,0,0,0,0,2.8673835125448,11.4695340501792,0,0,0,0,0,0,0,2.1505376344086,0,0,0,0,0,0,1.4336917562724,0,0,0,0.3584229390681,0,0,0,0,1.7921146953405,0,0.3584229390681,0,0,17.5627240143369,0,0,0.716845878136201,2.5089605734767,10.752688172043,2.5089605734767,0,0,0.3584229390681,0.3584229390681,0,0,0,0.3584229390681,0,0,0,0,1.7921146953405,0,0,0,0,0.3584229390681,0.3584229390681,0.3584229390681,0,0,0,0,0,0,0.3584229390681,0,0.716845878136201,1.7921146953405,0,0,0.3584229390681,0,3.9426523297491,0,0,32.9749103942652,0,0,0,0,0,0,0,0,300,279
8485,"OFU-00715",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.162101,-169.607308,"Forereef","Mid",0,7.11864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677966101694915,0.338983050847458,0,0,0.338983050847458,5.76271186440678,3.38983050847458,0,1.01694915254237,0,0.338983050847458,0,0,0,0,7.11864406779661,0,0,0,0,0,0,2.71186440677966,10.1694915254237,0,0,0,0,0,0,0,1.35593220338983,0,0.338983050847458,0,0,16.6101694915254,0,0,0,0,3.38983050847458,5.42372881355932,0,0,0,0,0,0,0,0,0,0,0.338983050847458,0.677966101694915,1.35593220338983,0,0,0,0,0,1.01694915254237,0,0,0.338983050847458,0,0,0,0,1.01694915254237,0,3.72881355932203,0,0,0,2.71186440677966,0,2.71186440677966,0.338983050847458,0.338983050847458,17.2881355932203,2.03389830508475,0,0,0,0,0,0,0,300,295
8486,"OFU-00720",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.153077,-169.616097,"Forereef","Mid",0,0,0,0,0,0,0.668896321070234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448160535117,0.334448160535117,0,0,0,0,7.35785953177258,0,0,0,0,0,0,0.334448160535117,3.67892976588629,0,0,0,0,0,0,0,2.34113712374582,0,0,0.334448160535117,0,2.34113712374582,0.334448160535117,0,0,0,1.67224080267559,3.01003344481605,0,0,0,0,0,0,0.668896321070234,0,0,0,0,0,0.334448160535117,0,0,0,0,0.334448160535117,0.334448160535117,0,0,0,0,0,0,0,0,0,3.01003344481605,0,0,0,0.334448160535117,0,0,0,0,71.2374581939799,0.668896321070234,0.334448160535117,0,0,0,0,0,0,300,299
8487,"OFU-00761",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.163522,-169.624126,"Forereef","Shallow",0,0.342465753424658,0,0,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0.684931506849315,0,0,0.342465753424658,0,1.02739726027397,0,0,0,0.342465753424658,0,0,0,0,8.9041095890411,0,0,0,0,0,0,1.36986301369863,0,0,0,0,0,0,0,0,0.684931506849315,0,0,0,0,37.6712328767123,0,0,0,0,11.6438356164384,4.79452054794521,0,0,0,0,0,0,0.342465753424658,0.342465753424658,0,0,0,2.3972602739726,0.684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05479452054794,0,0,0,0,0,0,0,0,0,0,26.027397260274,0,0,0,0,0,0,0,0,300,292
8488,"OFU-00652",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.1792636,-169.62809052,"Forereef","Deep",0,1.41843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354609929078014,1.06382978723404,0.709219858156028,0,0,0.709219858156028,0,4.25531914893617,1.06382978723404,0,0,0.354609929078014,0,0,0,0,6.38297872340426,0,0,0,0,0,0,2.12765957446809,0,0,0,0,0,0,0,0,1.41843971631206,0,0,0,0,15.9574468085106,0,0,0,0,9.21985815602837,10.2836879432624,0,0,0,3.19148936170213,0.354609929078014,0,0,0,0,0,0.354609929078014,0.354609929078014,5.67375886524823,0,0,0,0,1.06382978723404,0,0,0,3.19148936170213,0,0,0,0,1.77304964539007,0,0.709219858156028,0,0,0,0,0,0,0,0,28.0141843971631,0,0,0,0,0,0,0,0,300,282
8489,"OFU-00694",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.17849355,-169.60542812,"Forereef","Mid",0,13.4275618374558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12014134275618,0,0,0,1.41342756183746,0,1.76678445229682,0,0.353356890459364,0.706713780918728,0,0,0,0,0,9.18727915194346,0,0,0,0,0,0,2.47349823321555,1.76678445229682,0,0,0,0,0,0,0,3.18021201413428,0,0,0,0,42.756183745583,0,0,0,0,5.65371024734982,2.82685512367491,0,0,0,0,0,0,0,0.353356890459364,0,0,0,0.706713780918728,0.353356890459364,0,0,0,0,1.06007067137809,0,0,0,0.353356890459364,0,0,0,0,0.353356890459364,0,0,0,0,0,0,0,0,0,0.353356890459364,8.8339222614841,0,0,0,0,0,0,0,0,300,283
8490,"OFU-00751",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.16216427,-169.60803925,"Forereef","Shallow",0.341296928327645,1.70648464163823,0,0,0,0,0.341296928327645,0,0,0,0,0,0,0,0,0,3.7542662116041,2.73037542662116,0,0,0,0,3.07167235494881,0,0,0,2.73037542662116,0,0,0,0,4.77815699658703,0,0,0,0,0,0,1.70648464163823,0,0,0,0,0,0,0,0,0.341296928327645,0,0,0,0,25.5972696245734,0,0,0,0,2.38907849829352,5.80204778156997,0,0,0,0,0,0,0,0,0,0,0,9.89761092150171,2.04778156996587,0,0,0,0,2.04778156996587,0.68259385665529,0,0,0,0,0,0,0,5.46075085324232,0,1.02389078498294,0,0,0,0,0,0,0,0,23.2081911262799,0.341296928327645,0,0,0,0,0,0,0,300,293
8491,"OFU-00700",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.16316138,-169.62259292,"Forereef","Mid",0,0,0,0,0,0,0.696864111498258,0,0,0,0,0,0,0,0,0,1.39372822299652,0,0,0,0,0,0.348432055749129,1.04529616724739,0,0,0.348432055749129,2.09059233449477,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0.348432055749129,0,0,0,0,0,0,0,0.348432055749129,0,0,0,0,6.62020905923345,0,0,0,8.36236933797909,5.92334494773519,3.83275261324042,0,0,1.04529616724739,0.348432055749129,0.348432055749129,0,1.74216027874564,0,2.09059233449477,0,0,0,1.04529616724739,0,0,0,0,0.348432055749129,0.348432055749129,0,0,1.39372822299652,0,0,0,0,0.348432055749129,0.696864111498258,6.96864111498258,16.3763066202091,0.348432055749129,0,0.696864111498258,0,0.348432055749129,0,0,31.7073170731707,0,0,0,0,0,0,0,0,300,287
8492,"OFU-00590",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.18283144,-169.62593319,"Forereef","Deep",0,4.90566037735849,0,0.377358490566038,0,0,0.754716981132076,0,0,0,0,0,0,0,0,0,0.377358490566038,0,0,0,0.377358490566038,0,5.28301886792453,12.4528301886792,0,0,0,0,0,0,0,2.26415094339623,0,0,0,0,0,0,4.15094339622642,0.377358490566038,0,0,0,0.377358490566038,0,0,0,1.88679245283019,0,1.13207547169811,0,0,13.9622641509434,0,0,0,0,6.0377358490566,3.39622641509434,0,0,0,0,2.64150943396226,0,0,0,0,0,0,0,4.52830188679245,0.377358490566038,0,0,0,0,0.377358490566038,0.754716981132076,0,0.377358490566038,0,0,0,0,0.377358490566038,0,0,0,0,0,0,0,1.13207547169811,0,0,30.5660377358491,0.754716981132076,0,0,0,0,0,0,0,300,265
8494,"OFU-00537",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.18184137,-169.60265606,"Forereef","Deep",0,22.4199288256228,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06761565836299,3.20284697508897,0,0,0,0,0,1.42348754448399,0.355871886120996,0,0,0,0,0,0,0,1.77935943060498,0,0,0,0,0,0,2.13523131672598,0.355871886120996,0,0,0,0,0,0,0,4.98220640569395,0,0,0,0,24.9110320284698,0,0,0,0,7.47330960854092,5.69395017793594,0,0,0.355871886120996,0,0,0,0,0,0,0,0,0,3.55871886120996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355871886120996,0,0,0,0,0,0,0,0,0,0.355871886120996,11.3879003558719,8.18505338078292,0,0,0,0,0,0,0,300,281
8495,"OFU-00517",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.18187599,-169.60538328,"Forereef","Mid",0,4.64285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,6.07142857142857,0.357142857142857,0,0.357142857142857,0,0,0,0,0,1.07142857142857,0,0,0,0,0,0,3.21428571428571,3.57142857142857,0,0,0,0,0,0,0,1.07142857142857,0,1.07142857142857,0,0,36.4285714285714,0,0,0,0,5.35714285714286,5.35714285714286,0,0,0,2.5,2.5,0,0,0,0,0,1.42857142857143,0.357142857142857,1.42857142857143,0,0.357142857142857,0,0,0.357142857142857,0,0.714285714285714,0,1.42857142857143,0,0.714285714285714,0,0,2.5,0.357142857142857,0,0.357142857142857,0,0,0,0,0.357142857142857,0,0.357142857142857,12.8571428571429,0,0,0.357142857142857,0,0,0,0,0,300,280
8496,"OFU-00630",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.15803391,-169.60890267,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70648464163823,0,0,0,0,0,0,1.36518771331058,0,0,0,0,0,0,0,0,1.02389078498294,0,0,0,0,34.1296928327645,0,0,0,0,5.46075085324232,1.02389078498294,0,0,0,0,0,0,0.341296928327645,0,0,0,0,0,0.341296928327645,0,0.341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68259385665529,0,0,52.901023890785,0.341296928327645,0,0.341296928327645,0,0,0,0,0,300,293
8497,"OFU-00566",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.1610084,-169.60680996,"Forereef","Deep",0,2.17391304347826,0,1.08695652173913,0,0,0.72463768115942,0,0,0,0,0,0,0,0,0.36231884057971,0.36231884057971,0,0,0,0.72463768115942,0,6.88405797101449,0,0.36231884057971,0,0,0,0,0,0,11.231884057971,0,0,0,0,0,0,1.44927536231884,0.36231884057971,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,5.43478260869565,6.88405797101449,0,0,0.36231884057971,0,0,0,0,0,0,0,0,3.6231884057971,0,0,0.36231884057971,0,0,0,0,0,0,0.36231884057971,0,0,0,0,0.72463768115942,0,2.17391304347826,0,0,0,0,0,0.36231884057971,0,0,28.2608695652174,0.72463768115942,0,0,0,0,0,0,0,290,276
8498,"OFU-00529",2015,"3/21/2015","HA1501","2015","AS_SANCTUARY","Ofu & Olosega",0,"-1",0,"CNET","SAMOA","Ofu & Olosega",0,0,-14.15981616,-169.60912437,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340136054421769,0,0,0,0,0,0,0,0,0,0,0,0.340136054421769,0,22.108843537415,0,0,0,0,1.70068027210884,0.680272108843537,0,0,0,0,0,0,0.680272108843537,0.340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340136054421769,0,0,73.469387755102,0,0,0,0,0,0,0,0,300,294
8499,"OLO-00001",2015,"3/21/2015","HA1501","2015",NA,"Ofu & Olosega",0,"-1",1,"CNET","SAMOA","Ofu & Olosega",-1,0,-14.16844,-169.60788,"Forereef","Mid",0,2.49110320284698,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06761565836299,0.355871886120996,0,0,0,0.355871886120996,0,0,0.355871886120996,0,1.77935943060498,0.711743772241993,0,0,0,0,18.5053380782918,0,0,0,0,0,0,2.84697508896797,1.77935943060498,0,0,0,0,0,0,0,0.711743772241993,0,0.355871886120996,0,0,35.5871886120996,0,0,0,0,6.04982206405694,7.82918149466192,0,0,0.711743772241993,0,0,0,0,0.355871886120996,0,0,0,0,1.77935943060498,0,0,0,0.355871886120996,0.711743772241993,0,0,0,0,0,0,0,0,0.711743772241993,0,3.55871886120996,0.711743772241993,0,0,0,0,1.77935943060498,0,0,8.18505338078292,0.355871886120996,0,0,0,0,0,0,0,300,281
8500,"OLO-00005",2015,"3/21/2015","HA1501","2015",NA,"Ofu & Olosega",0,"-1",1,"CNET","SAMOA","Ofu & Olosega",-1,0,-14.16335,-169.62453,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754716981132076,1.13207547169811,0,0,0.377358490566038,0,3.0188679245283,0.377358490566038,0,0.377358490566038,0,0,0,0,0,0.754716981132076,0,0,0,0,0,0,1.88679245283019,1.13207547169811,0,0,0,0.377358490566038,0,0,0,1.50943396226415,0,0.377358490566038,0,0,20.7547169811321,0,0,0,0.377358490566038,17.3584905660377,4.52830188679245,0,0,0.377358490566038,0.377358490566038,0.377358490566038,0,0.377358490566038,0.377358490566038,0,0,0,0,0,0,0,0,0,1.50943396226415,0,0,0,1.13207547169811,0,0,0,0,3.0188679245283,6.0377358490566,3.77358490566038,6.0377358490566,0,0,0.377358490566038,0,0.377358490566038,0,0,20.7547169811321,0,0,0,0,0,0,0,0,300,265
8501,"TAU-00618",2015,"3/23/2015","HA1501","2015","AS_SANCTUARY","TAU_OPEN",0,"-1",0,"CNET","SAMOA","Tau",0,0,-14.25398231,-169.44381866,"Forereef","Deep",0,1.73010380622837,0,0,0,0,1.3840830449827,0,0,0,0.346020761245675,0,0,0,0,0,0.69204152249135,0.346020761245675,0,0,0,0,1.03806228373702,3.46020761245675,0,0,0.69204152249135,0,0,0,0,5.5363321799308,0,0,0,0,0,0,1.03806228373702,2.42214532871972,0,0,0,0,0,0,0,0.69204152249135,0,0,0,0,17.9930795847751,0,0,0,0,13.4948096885813,8.99653979238754,0,0,0.346020761245675,0,0,0,0,0,0,0,0,2.07612456747405,1.3840830449827,0,0,0,1.03806228373702,0.69204152249135,2.07612456747405,0,0,0,0,0,0,0,0.69204152249135,0,0,0.69204152249135,0,0,2.7681660899654,0,1.3840830449827,0,0,25.6055363321799,1.03806228373702,0,0.346020761245675,0,0,0,0,0,300,289
8502,"TAU-00627",2015,"3/23/2015","HA1501","2015","AS_SANCTUARY","TAU_OPEN",0,"-1",0,"CNET","SAMOA","Tau",0,0,-14.25003,-169.45912703,"Forereef","Mid",0,0,0,0,0,0,1.3745704467354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343642611683849,0,0,0,0,0,0,0.343642611683849,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0274914089347,0,0,0,0,27.8350515463918,2.06185567010309,0,0,0.343642611683849,0,0,0,0,1.03092783505155,0,0,0,0,0.687285223367698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343642611683849,0,0,53.6082474226804,0,0,0,0,0,0,0,0,300,291
8503,"TAU-00738",2015,"3/23/2015","HA1501","2015","AS_SANCTUARY","TAU_SANCTUARY",0,"-1",0,"CNET","SAMOA","Tau",0,0,-14.27489307,-169.49272002,"Forereef","Shallow",0,0.719424460431655,0,0,0,0,3.9568345323741,0,0,0,0,0,0,0,0,0,0.719424460431655,0.359712230215827,0,0,0,0,0.359712230215827,0,0,0,0,0,0,0,0,0.359712230215827,0,0,0,0,0,0,0,3.59712230215827,0,0,0,0,0,0,0,0,0,0,0,0,10.7913669064748,0,0,0,0,5.75539568345324,1.79856115107914,0,0,0,0,0,0,0,0,0,0,0,0,1.79856115107914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359712230215827,0,1.07913669064748,0,0,0,0,0,0,0.359712230215827,16.5467625899281,50,0,0,1.43884892086331,0,0,0,0,0,300,278
8504,"TAU-00683",2015,"3/23/2015","HA1501","2015","AS_SANCTUARY","TAU_OPEN",0,"-1",0,"CNET","SAMOA","Tau",0,0,-14.26334331,-169.47605529,"Forereef","Mid",0,1.04529616724739,0,0,0,0,0,0,0,0,0,0,0,1.04529616724739,0,0,0.696864111498258,0.348432055749129,0,0,0.348432055749129,0,0,0,0,0,0,0,0,0,0,2.09059233449477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04529616724739,0,0,28.5714285714286,0,0,0,0,17.4216027874564,6.27177700348432,0,0,0,0,0,0,1.74216027874564,0.696864111498258,0,0,0,1.39372822299652,0,0,0,0,0,0.348432055749129,0,0,0,0.696864111498258,0,0,0,0,0,0,0,0,1.04529616724739,0,0,0,0,0,0,35.191637630662,0,0,0,0,0,0,0,0,300,287
8505,"TAU-00008",2015,"3/23/2015","HA1501","2015",NA,"TAU_OPEN",0,"-1",1,"CNET","SAMOA","Tau",-1,0,-14.26257,-169.47475,"Forereef","Mid",0.343642611683849,2.06185567010309,0,0,0,0,18.5567010309278,0,0,0,0,0,0,0,0,0,0.343642611683849,1.3745704467354,0,0,0.687285223367698,0,0.687285223367698,0.343642611683849,0,0.343642611683849,0.343642611683849,0,0,0,0,4.12371134020619,0,0,0,0,0,0,1.03092783505155,0,0,0,0,0,0,0,0,0.687285223367698,0,0,0,0,8.24742268041237,0,0,0,0,12.3711340206186,13.0584192439863,0,0,0,0,0,0,0,0.343642611683849,0,0,0,0.687285223367698,7.21649484536082,0,0,0,0,0.687285223367698,0,0.343642611683849,0,0,0,0,0,0,1.3745704467354,0.343642611683849,1.03092783505155,0.343642611683849,0.343642611683849,0,0,0,0,0,0,22.680412371134,0,0,0,0,0,0,0,0,300,291
