Estimate Status,Year,Region,Common Name,Total Harvest (A+B1),PSE Harvest,Released (B2),PSE Released
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BLACK PERCH,27388,21.1,5310,54.3
PRELIMINARY,1997,SOUTHERN CALIFORNIA,STARRY ROCKFISH,24498,17,4687,66.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,FLAG ROCKFISH,23729,21,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BROWN ROCKFISH,22010,35,662,71.2
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SHINER PERCH,21083,57.9,14756,53.8
PRELIMINARY,1997,SOUTHERN CALIFORNIA,DOLPHIN,19039,23.3,2119,59.3
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BANK ROCKFISH,18700,30.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SALEMA,17588,33.1,2321,60.7
PRELIMINARY,1997,SOUTHERN CALIFORNIA,TREEFISH,17523,17.1,4286,40.2
PRELIMINARY,1997,SOUTHERN CALIFORNIA,VERMILION ROCKFISH,15228,20.1,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SILVER SURFPERCH,14372,44.5,6916,40.2
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CALIFORNIA CORBINA,13780,26.4,10799,26.4
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SPOTFIN CROAKER,11037,33.6,6055,54.7
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SURFPERCH FAMILY,9961,30.3,79285,18.1
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SHOVELNOSE GUITARFISH,9908,29.9,41077,20.7
PRELIMINARY,1997,SOUTHERN CALIFORNIA,YELLOWFIN TUNA,9244,31.5,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,RUBBERLIP SEAPERCH,9041,39,1835,74.3
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SPECKLED ROCKFISH,8630,41,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,GOPHER ROCKFISH,7862,21.5,2318,48.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,ALBACORE,7407,44.7,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,COPPER ROCKFISH,7105,23.3,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SARGO,7030,25.1,4730,38
PRELIMINARY,1997,SOUTHERN CALIFORNIA,KELP ROCKFISH,6647,26,989,72.5
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CHINOOK SALMON,6585,29.7,7564,57.1
PRELIMINARY,1997,SOUTHERN CALIFORNIA,WHITE SEABASS,6451,25.8,64865,19.3
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CABEZON,6228,32.7,427,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,WHITE SEAPERCH,5718,34.9,6548,86.2
PRELIMINARY,1997,SOUTHERN CALIFORNIA,ROSY ROCKFISH,5605,38,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BROWN SMOOTHHOUND,5597,31.5,13540,29.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SANDBASS GENUS,5127,71.5,64727,21.5
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SKIPJACK TUNA,4963,36.9,3677,40.2
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SHORTFIN MAKO SHARK,4830,28.8,3961,31.3
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CALICO SURFPERCH,4501,79.3,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,GRAY SMOOTHHOUND,4491,37.1,47912,28.8
PRELIMINARY,1997,SOUTHERN CALIFORNIA,PILE PERCH,4469,43.1,799,72
PRELIMINARY,1997,SOUTHERN CALIFORNIA,GREENBLOTCHED ROCKFISH,4394,61.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,LINGCOD,4161,38.6,3219,80.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BLUE SHARK,3898,54.2,22025,19.9
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CALIFORNIA NEEDLEFISH,3801,51.5,12109,31.7
PRELIMINARY,1997,SOUTHERN CALIFORNIA,DRUM FAMILY,3769,41.7,25858,35.7
PRELIMINARY,1997,SOUTHERN CALIFORNIA,JACK MACKEREL,3662,47.4,3031,56.9
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CALICO ROCKFISH,3296,53,485,71
PRELIMINARY,1997,SOUTHERN CALIFORNIA,GRASS ROCKFISH,3140,28.2,485,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,OLIVE ROCKFISH,3037,34.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,GREENSTRIPED ROCKFISH,3023,32.4,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BAT RAY,2794,46.5,17742,18.3
PRELIMINARY,1997,SOUTHERN CALIFORNIA,GIANT KELPFISH,2701,63.7,3026,57.5
PRELIMINARY,1997,SOUTHERN CALIFORNIA,ROUGHEYE ROCKFISH,2676,100,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SENORITA,2540,62.2,3766,38
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CHILIPEPPER ROCKFISH,2417,50.9,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,ROCK WRASSE,2263,49.3,522,73.2
PRELIMINARY,1997,SOUTHERN CALIFORNIA,UNIDENTIFIED (SURFACE FISH),2135,60.3,660,58.9
PRELIMINARY,1997,SOUTHERN CALIFORNIA,UNIDENTIFIED FISH,1877,58.3,39646,22.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CANARY ROCKFISH,1796,53,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,PACIFIC OCEAN PERCH,1614,46.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,LEOPARD SHARK,1519,67.4,15006,29
PRELIMINARY,1997,SOUTHERN CALIFORNIA,FINESCALE TRIGGERFISH,1506,71.6,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,YELLOWTAIL ROCKFISH,1425,58.5,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BIGMOUTH SOLE,1347,82.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,COW ROCKFISH,1245,51.9,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SHARPNOSE SEAPERCH,1099,61.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,DIAMOND TURBOT,1018,59.1,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,ZEBRA PERCH,1006,100,1494,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,RAINBOW SEAPERCH,958,100,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,THORNBACK,889,56.7,15047,39.4
PRELIMINARY,1997,SOUTHERN CALIFORNIA,PACIFIC STAGHORN SCULPIN,872,52.3,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,GIANT SEABASS,677,58.7,2205,46
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SCULPIN FAMILY (COTTIDAE),646,100,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BLACK CROAKER,601,100.1,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SPINY DOGFISH,510,45.4,3190,35.5
PRELIMINARY,1997,SOUTHERN CALIFORNIA,WIDOW ROCKFISH,505,59.3,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,THRESHER SHARK,461,71,1213,54.1
PRELIMINARY,1997,SOUTHERN CALIFORNIA,PETRALE SOLE,446,100,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,FLATFISH ORDER,442,65.6,21106,54.9
PRELIMINARY,1997,SOUTHERN CALIFORNIA,LONGFIN SANDDAB,442,54.7,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BLACK SKIPJACK,424,100.1,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,STRIPED MARLIN,424,100.1,256,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BOTTOMFISH (GROUNDFISH),323,99.9,1148,80.8
PRELIMINARY,1997,SOUTHERN CALIFORNIA,HERRING FAMILY,319,72.7,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,ROUND HERRING,304,99.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SHORTBELLY ROCKFISH,304,99.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,GARIBALDI,266,99.8,1567,65.4
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CALIFORNIA LIZARDFISH,256,100.1,7079,34.3
PRELIMINARY,1997,SOUTHERN CALIFORNIA,FANTAIL SOLE,252,71.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,UNIDENTIFIED (SHARKS),252,59.5,34498,19.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,YELLOWEYE ROCKFISH,252,71.8,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,BLUE ROCKFISH,209,99.9,0,.
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CALIFORNIA MORAY,0,.,358,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,CALIFORNIA SKATE,0,.,1099,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,DIAMOND STINGRAY,0,.,696,77.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,HORN SHARK,0,.,191,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,HORNYHEAD TURBOT,0,.,256,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,LEFTEYE FLOUNDER FAMILY,0,.,1148,80.8
PRELIMINARY,1997,SOUTHERN CALIFORNIA,MIDSHIPMAN GENUS,0,.,505,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,PACIFIC ANGEL SHARK,0,.,769,59.4
PRELIMINARY,1997,SOUTHERN CALIFORNIA,PACIFIC HERRING,0,.,6586,72.2
PRELIMINARY,1997,SOUTHERN CALIFORNIA,RATFISH,0,.,1099,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,REQUIEM SHARK FAMILY,0,.,3625,38.8
PRELIMINARY,1997,SOUTHERN CALIFORNIA,ROUND STINGRAY,0,.,21090,21.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SANDDAB GENUS,0,.,3054,54.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SCOMBRID FAMILY,0,.,358,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SKATE AND RAY ORDER,0,.,2893,34.6
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SKATE FAMILY,0,.,1771,52.4
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SPOTTED KELPFISH,0,.,1965,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,STARRY FLOUNDER,0,.,209,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,STINGRAYS,0,.,11336,37
PRELIMINARY,1997,SOUTHERN CALIFORNIA,STRIPED SEAPERCH,0,.,655,100
PRELIMINARY,1997,SOUTHERN CALIFORNIA,SWELL SHARK,0,.,256,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,BLUE ROCKFISH,764770,9,117106,19.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,CHUB MACKEREL,740817,34.8,31798,35.3
PRELIMINARY,1997,NORTHERN CALIFORNIA,YELLOWTAIL ROCKFISH,597382,13.5,9346,27.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,WHITE CROAKER,400406,18.2,170970,16.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,PACIFIC SANDDAB,222108,23.1,71362,30.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,SURF SMELT,194799,31.2,151,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,BARRED SURFPERCH,185668,21.2,203339,52.4
PRELIMINARY,1997,NORTHERN CALIFORNIA,JACKSMELT,167214,16.6,85062,21.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,BLACK ROCKFISH,152778,13.8,3991,35.6
PRELIMINARY,1997,NORTHERN CALIFORNIA,CANARY ROCKFISH,126129,10.7,583,61.4
PRELIMINARY,1997,NORTHERN CALIFORNIA,ROCKFISH GENUS,112338,18.2,184331,20.7
PRELIMINARY,1997,NORTHERN CALIFORNIA,WALLEYE SURFPERCH,110203,18,29577,34.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,GOPHER ROCKFISH,103088,9.4,5350,34.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,ROSY ROCKFISH,98574,14.5,202,62.3
PRELIMINARY,1997,NORTHERN CALIFORNIA,OLIVE ROCKFISH,96177,11.6,5894,68.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,BROWN ROCKFISH,94900,14,1060,61.2
PRELIMINARY,1997,NORTHERN CALIFORNIA,STARRY ROCKFISH,91263,22.4,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,CHILIPEPPER ROCKFISH,88540,22.4,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,LINGCOD,85349,9.6,70785,22.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,ALBACORE,83577,23.4,2600,42.6
PRELIMINARY,1997,NORTHERN CALIFORNIA,VERMILION ROCKFISH,75666,9.4,1189,69.2
PRELIMINARY,1997,NORTHERN CALIFORNIA,SILVER SURFPERCH,72435,26.7,29697,50.7
PRELIMINARY,1997,NORTHERN CALIFORNIA,STRIPED SEAPERCH,68122,29,449,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,BOCACCIO,62441,18.1,298,83.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,NORTHERN ANCHOVY,58420,29.1,3095,60.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,WIDOW ROCKFISH,57415,13.7,162,75.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,STRIPED BASS,57150,15.9,99009,16.6
PRELIMINARY,1997,NORTHERN CALIFORNIA,SHINER PERCH,54461,22.3,62186,20.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,CABEZON,48446,20.5,4206,59.2
PRELIMINARY,1997,NORTHERN CALIFORNIA,CALIFORNIA HALIBUT,46335,11.8,30064,16.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,COPPER ROCKFISH,40850,10.5,1202,70.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,RUBBERLIP SEAPERCH,35460,26.6,4047,62.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,KELP GREENLING,33635,15.6,3466,42.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,BLACK PERCH,32614,21.9,2919,34.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,SPECKLED ROCKFISH,32570,31.1,54,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,GREENSPOTTED ROCKFISH,30941,16.9,76,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,KELP ROCKFISH,23935,28.8,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,PACIFIC STAGHORN SCULPIN,23267,35.4,62344,24.7
PRELIMINARY,1997,NORTHERN CALIFORNIA,CALICO SURFPERCH,22446,23,3364,85.4
PRELIMINARY,1997,NORTHERN CALIFORNIA,PILE PERCH,18419,23.6,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,PACIFIC SARDINE,15208,46.2,593,72.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,JACK MACKEREL,14660,49.4,470,75.2
PRELIMINARY,1997,NORTHERN CALIFORNIA,CHINA ROCKFISH,14155,11.8,57,74.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,PACIFIC TOMCOD,13434,40.9,3256,47.6
PRELIMINARY,1997,NORTHERN CALIFORNIA,WHITE SEAPERCH,13214,22.9,12389,69.7
PRELIMINARY,1997,NORTHERN CALIFORNIA,GREENSTRIPED ROCKFISH,12975,17.7,19,100.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,WHITE STURGEON,12758,22.6,653,61.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,REDTAIL SURFPERCH,12031,27.3,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,GRASS ROCKFISH,11350,24.7,4621,59.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,SQUARESPOTTED ROCKFISH,10036,24.3,108,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,SURFPERCH FAMILY,10023,36.6,148684,17.7
PRELIMINARY,1997,NORTHERN CALIFORNIA,SCULPIN FAMILY (COTTIDAE),10006,50.1,116756,15.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,CHINOOK SALMON,9288,27.7,1830,43.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,BLACK AND YELLOW ROCKFISH,8968,25.2,19,100.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,YELLOWEYE ROCKFISH,8463,28.9,129,86.6
PRELIMINARY,1997,NORTHERN CALIFORNIA,LEOPARD SHARK,7472,23.7,50569,20.4
PRELIMINARY,1997,NORTHERN CALIFORNIA,ROCK GREENLING,7091,34.1,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,RAINBOW SEAPERCH,6672,68.9,10610,51.2
PRELIMINARY,1997,NORTHERN CALIFORNIA,GREENLING GENUS,6603,44.5,8471,43
PRELIMINARY,1997,NORTHERN CALIFORNIA,STARRY FLOUNDER,5499,38.5,1129,49.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,GOBY FAMILY,5463,73.5,582,73.7
PRELIMINARY,1997,NORTHERN CALIFORNIA,QUILLBACK ROCKFISH,5259,32.6,38,73.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,SANDDAB GENUS,5199,71.7,15720,49.2
PRELIMINARY,1997,NORTHERN CALIFORNIA,MONKEYFACE PRICKLEBACK,4168,38.3,1014,60.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,BROWN SMOOTHHOUND,3398,38.8,31147,28.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,PACIFIC HERRING,2838,51.2,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,BAT RAY,2480,47,21230,21.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,KELP BASS,2467,58,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,SENORITA,2428,42.6,2061,56
PRELIMINARY,1997,NORTHERN CALIFORNIA,BRONZESPOTTED ROCKFISH,2364,46,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,STRIPED KELPFISH,2242,100,8970,84.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,FLAG ROCKFISH,1980,24.6,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,SALMON GENUS,1943,38.8,1625,39
PRELIMINARY,1997,NORTHERN CALIFORNIA,ROSETHORN ROCKFISH,1869,25,331,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,CALICO ROCKFISH,1806,53.8,132,64.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,STURGEON GENUS,1788,41.4,13923,42.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,UNIDENTIFIED FISH,1761,74.1,8832,27.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,FLATFISH ORDER,1734,33.9,63520,46.3
PRELIMINARY,1997,NORTHERN CALIFORNIA,SHORTBELLY ROCKFISH,1049,39.6,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,SPINY DOGFISH,1007,44.5,413,84.4
PRELIMINARY,1997,NORTHERN CALIFORNIA,REDSTRIPE ROCKFISH,990,36.8,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,SEVEN GILL SHARK,955,43.8,5357,49.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,PACIFIC HAKE,935,31.2,19,100.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,PRICKLY SCULPIN,818,73.1,409,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,DOLPHIN,748,48.6,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,YELLOWTAIL,748,60.3,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,SPECKLED SANDDAB,665,75.8,344,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,OCEAN WHITEFISH,646,31.3,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,SAND SOLE,577,42.8,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,ROCK SOLE,486,34.9,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,PACIFIC ANGEL SHARK,413,72.3,2101,43.2
PRELIMINARY,1997,NORTHERN CALIFORNIA,BLACKSMITH,374,72.3,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,RED IRISH LORD,355,100,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,SKATE AND RAY ORDER,342,73.2,27003,20.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,THORNBACK,244,72.5,1343,63.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,BUFFALO SCULPIN,222,48.4,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,SARCASTIC FRINGEHEAD,222,53.1,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,COW ROCKFISH,184,25.9,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,TREEFISH,168,34.7,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,W. OTHER FISHES,131,33.6,73,78.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,HALFBANDED ROCKFISH,105,67,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,PETRALE SOLE,96,37.4,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,BLUEFIN TUNA,88,99.5,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,CALIFORNIA SHEEPHEAD,24,49.1,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,DIAMOND TURBOT,24,54.2,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,PACIFIC BONITO,24,51,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,BANK ROCKFISH,0,.,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,BIG SKATE,0,.,70,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,BLUE SHARK,0,.,38,73.8
PRELIMINARY,1997,NORTHERN CALIFORNIA,GREEN STURGEON,0,.,618,59.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,PRICKLEBACKS,0,.,732,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,QUEENFISH,0,.,688,73.5
PRELIMINARY,1997,NORTHERN CALIFORNIA,REQUIEM SHARK FAMILY,0,.,1135,66.9
PRELIMINARY,1997,NORTHERN CALIFORNIA,SKATE FAMILY,0,.,273,100
PRELIMINARY,1997,NORTHERN CALIFORNIA,SOUPFIN SHARK,0,.,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,STEELHEAD,0,.,12067,71.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,STINGRAYS,0,.,1610,48.6
PRELIMINARY,1997,NORTHERN CALIFORNIA,THREADFIN SCULPIN,0,.,15,100.1
PRELIMINARY,1997,NORTHERN CALIFORNIA,THRESHER SHARK,0,.,1457,73.4
PRELIMINARY,1997,NORTHERN CALIFORNIA,TIGER ROCKFISH,0,.,0,.
PRELIMINARY,1997,NORTHERN CALIFORNIA,UNIDENTIFIED (SHARKS),0,.,64230,31.2
PRELIMINARY,1997,PACIFIC NORTHWEST,SURF SMELT,1142912,28.2,6533,45.7
PRELIMINARY,1997,PACIFIC NORTHWEST,BLACK ROCKFISH,601022,1.4,473,209.9
PRELIMINARY,1997,PACIFIC NORTHWEST,COHO SALMON,358852,8.3,75730,11.9
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC HERRING,268473,21.8,3745,31.9
PRELIMINARY,1997,PACIFIC NORTHWEST,CHINOOK SALMON,207519,9.5,219410,24.5
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC SANDDAB,183092,11.6,20613,24.9
PRELIMINARY,1997,PACIFIC NORTHWEST,BLUE ROCKFISH,129652,1.6,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SHINER PERCH,127395,31,49746,31.7
PRELIMINARY,1997,PACIFIC NORTHWEST,KELP GREENLING,115649,9.2,19299,62.7
PRELIMINARY,1997,PACIFIC NORTHWEST,SPINY DOGFISH,75634,15.9,425821,10
PRELIMINARY,1997,PACIFIC NORTHWEST,COPPER ROCKFISH,67100,11.1,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,LINGCOD,63492,4.2,34709,9.2
PRELIMINARY,1997,PACIFIC NORTHWEST,PINK SALMON,62839,10.5,2268,54.3
PRELIMINARY,1997,PACIFIC NORTHWEST,YELLOWTAIL ROCKFISH,62686,2.4,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,STRIPED SEAPERCH,56448,20.2,2327,52.2
PRELIMINARY,1997,PACIFIC NORTHWEST,CANARY ROCKFISH,54924,1.7,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,QUILLBACK ROCKFISH,43931,11.4,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,CHUM SALMON,41828,56.9,96251,70.7
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC HALIBUT,41077,6.7,4055,18.5
PRELIMINARY,1997,PACIFIC NORTHWEST,ROCK SOLE,39333,25.7,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,REDTAIL SURFPERCH,33412,32.5,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,ALBACORE,30412,8.3,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,PILE PERCH,25733,20.5,410,53.7
PRELIMINARY,1997,PACIFIC NORTHWEST,CABEZON,18431,5.6,619,158.6
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC SANDLANCE,18239,94.8,3954,65.4
PRELIMINARY,1997,PACIFIC NORTHWEST,SCULPIN FAMILY (COTTIDAE),16383,25.5,253406,9.2
PRELIMINARY,1997,PACIFIC NORTHWEST,YELLOWEYE ROCKFISH,15492,3,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,FLATFISH ORDER,13585,22.8,127363,14.4
PRELIMINARY,1997,PACIFIC NORTHWEST,WHITE STURGEON,10048,17.3,83,100
PRELIMINARY,1997,PACIFIC NORTHWEST,WHITESPOTTED GREENLING,9786,28,325,73.1
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC STAGHORN SCULPIN,8176,23.3,628,66.1
PRELIMINARY,1997,PACIFIC NORTHWEST,ROCKFISH GENUS,7987,23.7,73753,15.6
PRELIMINARY,1997,PACIFIC NORTHWEST,SURFPERCH FAMILY,7986,29.5,52007,21.3
PRELIMINARY,1997,PACIFIC NORTHWEST,BROWN ROCKFISH,7288,24.6,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,CHINA ROCKFISH,7282,2.7,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SALMON FAMILY,6140,72.5,53472,25.1
PRELIMINARY,1997,PACIFIC NORTHWEST,WIDOW ROCKFISH,5944,3.5,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,RED IRISH LORD,5931,30.6,2494,41.3
PRELIMINARY,1997,PACIFIC NORTHWEST,WHITE SEAPERCH,5912,40.6,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,WALLEYE SURFPERCH,5637,39.5,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,UNIDENTIFIED FISH,5271,11,7173,43.9
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC TOMCOD,4458,43.4,279,100
PRELIMINARY,1997,PACIFIC NORTHWEST,SILVER SURFPERCH,4418,43.1,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,ROCK GREENLING,4136,18.9,0,.
