"Year","Community","County","TotPopulation","PopDensity","PCTWaterCover","Pounds1000","Value1000","Dealers1000","CommPermits1000","RecFshTrps1000","nominal_revenue","Dollars1000"
2018,"Eleele-Kalaheo","Kauai County",9246,257.4806828,34.50850997,3487.886654,4323.05862,0.108154878,1.730478045,40.125459663,4323.05862,4453.01479753945
2018,"Hanalei","Kauai County",6232,50.67127528,43.8335097,12602.37484,26813.70347,0.641848524,3.851091142,11.87419769,26813.70347,27619.7546284359
2018,"Kapaa","Kauai County",7926,2195.049045,74.05978345,23631.7184,67858.94524,0.378501136,4.542013626,16.780217008,67858.94524,69898.8641748141
2018,"Kaumakani-Hanapepe","Kauai County",4049,33.40138887,19.12952296,13731.78563,41330.45196,0,3.951592986,1.48184737,41330.45196,42572.8934868973
2018,"Kekaha-Waimea","Kauai County",5524,61.18238974,55.60722971,10110.06517,34965.60463,0.362056481,4.34467777,2.172338885,34965.60463,36016.7114324959
2018,"Koloa-Poipu","Kauai County",6574,270.3457662,58.53136349,16350.62367,47425.92029,0.60845756,2.28171585,0.60845756,47425.92029,48851.5986947909
2018,"Lihue","Kauai County",7212,1172.675922,65.20958094,14175.95674,30407.79257,0.831946755,4.29839157,133.804769821,30407.79257,31321.8862331134
2018,"Niihau","Kauai County",NA,NA,79.58278915,NA,NA,NA,NA,NA,NA,NA
2018,"Puhi-Hanamaulu","Kauai County",11060,140.3434252,28.48905973,1631.283906,3499.095841,0.180831826,0.542495479,0.27124774,3499.095841,3604.28273766543
2018,"Wailua-Anahola","Kauai County",13554,196.134331,36.16616659,2279.548473,5564.187694,0.0738,0.737789582,0.295115833,5564.187694,5731.45365714909
2018,"East Molokai","Maui County",4380,35.65521216,58.79597962,4369.863014,35735.61644,0.456621005,1.598173516,28.995433795,35735.61644,36809.8706944006
2018,"Haiku-Pauwela","Maui County",9933,165.9593195,46.68021744,5853.216551,24164.30082,0.100674519,1.711466828,0.100674519,24164.30082,24890.7078487996
2018,"Hana","Maui County",1642,7.659012812,43.85702703,35245.4324,113356.2728,1.827040195,7.917174178,1.827040195,113356.2728,116763.89439575
2018,"Kahului","Maui County",32312,5626.197472,14.00234682,1202.525378,5514.019559,0.185689527,0.711809854,2.630601633,5514.019559,5679.77740957604
2018,"Kihei","Maui County",24169,631.721017,46.35364503,2421.986843,7112.292606,0.165501262,1.199884149,22.715048205,7112.292606,7326.09640600904
2018,"Kula","Maui County",13477,58.40986438,50.93224992,3463.753061,14967.35178,0,0.890405877,0.222601469,14967.35178,15417.2878082135
2018,"Lahaina","Maui County",23233,243.7961772,54.79383267,2597.038695,6091.163431,0.258253347,1.119097835,47.432531316,6091.163431,6274.27089861533
2018,"Lanai","Maui County",2826,20.03309571,59.73009918,2835.102619,17738.49965,0.353857042,2.123142251,2.123142251,17738.49965,18271.7396109698
2018,"Makawao-Paia","Maui County",20436,471.9839362,22.22655917,6780.485418,25861.46995,0.0979,1.957330202,0.48933255,25861.46995,26638.89585968
2018,"Puunene","Maui County",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018,"Spreckelsville","Maui County",296,15.26582984,55.29412475,2648.648649,12256.75676,3.378378378,3.378378378,108.1081081,12256.75676,12625.2091446592
2018,"Waihee-Waikapu","Maui County",7427,135.8429492,45.94078038,6673.75791,30291.63862,0.269287734,1.615726404,0,30291.63862,31202.2405600823
2018,"Wailuku","Maui County",22782,3951.955949,6.814572683,4498.112545,20416.73251,0.131682908,1.009568958,0,20416.73251,21030.4832702997
2018,"West Molokai","Maui County",2368,18.84953787,56.04177023,827.2804054,1190.033784,0.422297297,2.533783784,0,1190.033784,1225.80758567735
