"Year","GEO_ID2","Community","County","PRIMARY_LATITUDE","PRIMARY_LONGITUDE","TotPopulation","PopDensity","PCTWaterCover","BoatLaunches1000","Pounds1000","Value1000","Dealers1000","CommPermits1000","RecFshTrps1000"
2017,1500990900,"Kahului","Maui County",20.878197,-156.4793696,30706,5346.55916,14.00234682,1,1769.65413925617,7126.16426756986,0.22796847521657,0.944440825897219,1.530645476
2017,1500991530,"Kihei","Maui County",20.7831105,-156.4650291,24482,639.902097,46.35364478,4,2419.16510089045,7453.63940854505,0.163385344334613,1.34792909076056,17.278000161
2017,1500991890,"Kula","Maui County",20.600356,-156.42133,13506,58.53555166,50.93224996,0,4386.49489115948,16096.9198874574,0,1.18465867022064,0.518288168
2017,1500991980,"Lahaina","Maui County",20.9145445,-156.6471756,23568,247.3115047,54.79383217,2,2898.67617107943,7728.78479293958,0.212152070604209,1.18805159538357,48.285811271
2017,1500992070,"Lanai","Maui County",20.8408648,-156.9281974,3203,22.70559284,59.73009911,1,1383.07836403372,8678.11426787387,0.624414611301904,1.56103652825476,7.18076803
2017,1500992250,"Makawao-Paia","Maui County",20.8766882,-156.3408796,20563,474.9170956,22.22655932,0,19764.6744152118,74069.4451198755,0.0972620726547683,2.28565870738705,0.145893109
2017,1500993060,"Puunene","Maui County",20.8621115,-156.4585175,NA,NA,0,0,NA,NA,NA,NA,NA
2017,1500993330,"Spreckelsville","Maui County",20.907931,-156.4264188,339,17.48350107,55.29412475,0,3197.6401179941,12737.4631268437,2.94985250737463,2.94985250737463,47.19764012
2017,1500993690,"Waihee-Waikapu","Maui County",20.9497481,-156.5293984,7647,139.8668386,45.94077986,0,5136.26258663528,27555.9042761867,0.261540473388257,1.56924284032954,0
2017,1500993870,"Wailuku","Maui County",20.8926473,-156.5017651,22234,3856.89426,6.814570981,0,3652.28928667806,19594.3150130431,0.134928487901412,1.03445174057749,0
2017,1500993960,"West Molokai","Maui County",21.1629133,-157.1901883,2751,21.89825999,56.04177068,0,706.652126499455,997.455470737914,0.363504180298073,1.81752090149037,0.36350418
2018,1500190630,"Hilo","Hawaii County",19.6868952,-155.2344328,48774,163.5502746,8.413965574,1,4314.655349,13567.20794,0.246032722,1.947759052,0.758600894
2018,1500190720,"Honokaa-Kukuihaele","Hawaii County",20.1072972,-155.5725782,4152,35.99473593,37.75079312,0,4685.452794,10936.89788,0,2.649325626,0.481695568
2018,1500191170,"Kau","Hawaii County",19.2356053,-155.5438316,9473,10.18908955,21.98805961,2,8316.583976,32996.19973,0.211126359,3.166895387,3.166895387
2018,1500191350,"Keaau-Mountain View","Hawaii County",19.5585499,-155.0949534,35553,152.8878275,14.48086002,0,7782.043709,29677.77684,0.0281,1.54698619,0.16876213
2018,1500192430,"North Hilo","Hawaii County",19.5103591,-155.5478792,1510,4.708485173,13.30479419,1,1345.033113,4829.801325,0,1.986754967,6.622516557
2018,1500192520,"North Kohala","Hawaii County",20.176362,-155.8227292,6045,42.88150754,46.52466569,0,7138.626964,28714.14392,0.330851944,1.819685691,0.330851944
2018,1500192610,"North Kona","Hawaii County",19.6685679,-155.9187231,43631,89.32153271,19.55319744,6,16920.69859,52624.41842,0.320872774,4.950608512,88.950516838
2018,1500192700,"Paauhau-Paauilo","Hawaii County",19.8281671,-155.4950421,2520,5.4249411,8.600098177,0,9454.761905,38339.28571,0.396825397,3.174603175,0
2018,1500192790,"Pahoa-Kalapana","Hawaii County",19.427903,-155.0891095,11215,41.8612778,29.47387301,1,9701.382078,35313.06286,0,2.229157379,0.534997771
2018,1500192880,"Papaikou-Wailea","Hawaii County",19.8307533,-155.1516688,4162,42.87878021,29.71223063,0,1205.430082,3336.136473,0,1.441614608,0
2018,1500193150,"South Kohala","Hawaii County",19.936748,-155.7519126,19855,57.8024352,12.78955872,2,6760.866281,26781.56636,0.151095442,2.014605893,11.029967263
2018,1500193240,"South Kona","Hawaii County",19.3372688,-155.8376215,10768,32.68119406,26.90453211,2,19687.5,55528.88187,0.0929,6.03640416,3.993313522
2018,1500390270,"Ewa","Honolulu County",21.3682481,-158.0214964,344887,2094.142204,31.79695263,1,11539.67821,43503.00823,0.0261,0.539307077,0.568302082
2018,1500390810,"Honolulu","Honolulu County",21.3178503,-157.9462169,401549,4515.253795,92.68638158,6,37147.99688,141092.1905,0.0473,0.575272258,4.62459127
2018,1500391710,"Koolauloa","Honolulu County",21.6388981,-157.9509804,20738,302.0349964,60.39163298,1,3430.272929,10226.82997,0.0482,0.771530524,0.241103289
2018,1500391800,"Koolaupoko","Honolulu County",21.4369085,-157.7454633,112189,1663.451886,64.65517114,5,10406.50153,36776.69825,0.0267,1.025055932,1.845100678
2018,1500393420,"Wahiawa","Honolulu County",21.5013002,-158.0263456,44706,1119.963863,1.291065924,0,8215.161276,30711.64944,0.0224,0.492103968,0
2018,1500393510,"Waialua","Honolulu County",21.5800225,-158.1234063,13442,122.3157801,37.84349819,3,6909.165303,20259.63398,0,1.711054903,20.086296677
2018,1500393600,"Waianae","Honolulu County",21.4613654,-158.201974,50127,821.4394061,52.08849951,7,5445.887446,22790.53205,0.0598,1.117162407,3.331537894
2018,1500590990,"Kalawao","Kalawao County",21.2187644,-156.9740097,75,6.25447843,77.30073608,0,NA,NA,NA,NA,0
2018,1500790180,"Eleele-Kalaheo","Kauai County",21.9153614,-159.5286533,9246,257.4806828,34.50850997,1,3487.886654,4323.05862,0.108154878,1.730478045,40.125459663
2018,1500790540,"Hanalei","Kauai County",22.1999113,-159.4985796,6232,50.67127528,43.8335097,2,12602.37484,26813.70347,0.641848524,3.851091142,11.87419769
2018,1500791080,"Kapaa","Kauai County",22.0904889,-159.3064559,7926,2195.049045,74.05978345,1,23631.7184,67858.94524,0.378501136,4.542013626,16.780217008
2018,1500791260,"Kaumakani-Hanapepe","Kauai County",22.0053299,-159.5992211,4049,33.40138887,19.12952296,1,13731.78563,41330.45196,0,3.951592986,1.48184737
2018,1500791440,"Kekaha-Waimea","Kauai County",22.0721708,-159.7350694,5524,61.18238974,55.60722971,1,10110.06517,34965.60463,0.362056481,4.34467777,2.172338885
2018,1500791620,"Koloa-Poipu","Kauai County",21.8805412,-159.4452894,6574,270.3457662,58.53136349,2,16350.62367,47425.92029,0.60845756,2.28171585,0.60845756
2018,1500792160,"Lihue","Kauai County",21.9654253,-159.3325817,7212,1172.675922,65.20958094,1,14175.95674,30407.79257,0.831946755,4.29839157,133.804769821
2018,1500792340,"Niihau","Kauai County",21.9133172,-160.1946278,NA,NA,79.58278915,0,NA,NA,NA,NA,NA
2018,1500792970,"Puhi-Hanamaulu","Kauai County",21.9848386,-159.4136731,11060,140.3434252,28.48905973,2,1631.283906,3499.095841,0.180831826,0.542495479,0.27124774
2018,1500793780,"Wailua-Anahola","Kauai County",22.1273683,-159.3706773,13554,196.134331,36.16616659,1,2279.548473,5564.187694,0.0738,0.737789582,0.295115833
2018,1500990090,"East Molokai","Maui County",21.1311732,-156.8352374,4380,35.65521216,58.79597962,1,4369.863014,35735.61644,0.456621005,1.598173516,28.995433795
2018,1500990360,"Haiku-Pauwela","Maui County",20.919112,-156.2595519,9933,165.9593195,46.68021744,1,5853.216551,24164.30082,0.100674519,1.711466828,0.100674519
2018,1500990450,"Hana","Maui County",20.7341498,-156.1069788,1642,7.659012812,43.85702703,2,35245.4324,113356.2728,1.827040195,7.917174178,1.827040195
2018,1500990900,"Kahului","Maui County",20.878197,-156.4793696,32312,5626.197472,14.00234682,1,1202.525378,5514.019559,0.185689527,0.711809854,2.630601633
2018,1500991530,"Kihei","Maui County",20.7831105,-156.4650291,24169,631.721017,46.35364503,4,2421.986843,7112.292606,0.165501262,1.199884149,22.715048205
2018,1500991890,"Kula","Maui County",20.600356,-156.42133,13477,58.40986438,50.93224992,0,3463.753061,14967.35178,0,0.890405877,0.222601469
2018,1500991980,"Lahaina","Maui County",20.9145445,-156.6471756,23233,243.7961772,54.79383267,2,2597.038695,6091.163431,0.258253347,1.119097835,47.432531316
2018,1500992070,"Lanai","Maui County",20.8408648,-156.9281974,2826,20.03309571,59.73009918,1,2835.102619,17738.49965,0.353857042,2.123142251,2.123142251
2018,1500992250,"Makawao-Paia","Maui County",20.8766882,-156.3408796,20436,471.9839362,22.22655917,0,6780.485418,25861.46995,0.0979,1.957330202,0.48933255
2018,1500993060,"Puunene","Maui County",20.8621115,-156.4585175,NA,NA,0,0,NA,NA,NA,NA,NA
2018,1500993330,"Spreckelsville","Maui County",20.907931,-156.4264188,296,15.26582984,55.29412475,0,2648.648649,12256.75676,3.378378378,3.378378378,108.1081081
2018,1500993690,"Waihee-Waikapu","Maui County",20.9497481,-156.5293983,7427,135.8429492,45.94078038,0,6673.75791,30291.63862,0.269287734,1.615726404,0
2018,1500993870,"Wailuku","Maui County",20.8926473,-156.5017651,22782,3951.955949,6.814572683,0,4498.112545,20416.73251,0.131682908,1.009568958,0
2018,1500993960,"West Molokai","Maui County",21.1629133,-157.1901883,2368,18.84953787,56.04177023,0,827.2804054,1190.033784,0.422297297,2.533783784,0
