Variable,Hawaii data,category_text,category_numeric,date,data source(s),units
soc_assist_capita_2008,"$1,377.33 ",Community well-being,8,1/1/08,23;38;39;40;41;42;43,Year 2017 US Dollars
soc_assist_capita_2009,"$1,461.21 ",Community well-being,8,1/1/09,23;38;39;40;41;42;43,Year 2017 US Dollars
soc_assist_capita_2010,"$1,613.98 ",Community well-being,8,1/1/10,23;38;39;40;41;42;43,Year 2017 US Dollars
soc_assist_capita_2011,"$1,665.68 ",Community well-being,8,1/1/11,23;38;39;40;41;42;43,Year 2017 US Dollars
soc_assist_capita_2012,"$1,540.42 ",Community well-being,8,1/1/12,23;38;39;40;41;42;43,Year 2017 US Dollars
soc_assist_capita_2013,"$1,580.68 ",Community well-being,8,1/1/13,23;38;39;40;41;42;43,Year 2017 US Dollars
soc_assist_capita_2014,"$1,898.04 ",Community well-being,8,1/1/14,23;38;39;40;41;42;43,Year 2017 US Dollars
soc_assist_capita_2015,"$1,790.39 ",Community well-being,8,1/1/15,23;38;39;40;41;42;43,Year 2017 US Dollars
soc_assist_capita_2016,"$1,967.69 ",Community well-being,8,1/1/16,23;38;39;40;41;42;43,Year 2017 US Dollars
%hh_public_assist_2000,7.16%,Community well-being,8,1/1/00,1;2;30,percent
%hh_public_assist_2005,3.46%,Community well-being,8,1/1/05,1;2;30,percent
%hh_public_assist_2006,3.52%,Community well-being,8,1/1/06,1;2;30,percent
%hh_public_assist_2007,2.92%,Community well-being,8,1/1/07,1;2;30,percent
%hh_public_assist_2008,3.09%,Community well-being,8,1/1/08,1;2;30,percent
%hh_public_assist_2009,3.69%,Community well-being,8,1/1/09,1;2;30,percent
%hh_public_assist_2010,3.32%,Community well-being,8,1/1/10,1;2;30,percent
%hh_public_assist_2011,4.34%,Community well-being,8,1/1/11,1;2;30,percent
%hh_public_assist_2012,3.36%,Community well-being,8,1/1/12,1;2;30,percent
%hh_public_assist_2013,3.97%,Community well-being,8,1/1/13,1;2;30,percent
%hh_public_assist_2014,3.34%,Community well-being,8,1/1/14,1;2;30,percent
%hh_public_assist_2015,3.03%,Community well-being,8,1/1/15,1;2;30,percent
%hh_public_assist_2016,3.54%,Community well-being,8,1/1/16,1;2;30,percent
beds_per_thous_2000,2.5,Community well-being,8,1/1/00,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2001,2.6,Community well-being,8,1/1/01,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2002,2.6,Community well-being,8,1/1/02,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2003,2.5,Community well-being,8,1/1/03,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2004,2.5,Community well-being,8,1/1/04,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2005,2.4,Community well-being,8,1/1/05,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2006,2.3,Community well-being,8,1/1/06,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2007,2.3,Community well-being,8,1/1/07,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2008,2.4,Community well-being,8,1/1/08,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2009,2.3,Community well-being,8,1/1/09,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2010,2.3,Community well-being,8,1/1/10,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2011,1.9,Community well-being,8,1/1/11,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2012,2,Community well-being,8,1/1/12,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2013,2,Community well-being,8,1/1/13,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2014,2,Community well-being,8,1/1/14,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2015,1.9,Community well-being,8,1/1/15,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2016,1.7,Community well-being,8,1/1/16,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
beds_per_thous_2018,.,Community well-being,8,1/1/18,23;44;45;46;47;48;49;50,"number of beds per 1,000 people"
%tele_2000,97.95%,Community well-being,8,1/1/00,1;2;26;29;30,percent
%tele_2001,.,Community well-being,8,1/1/01,1;2;26;29;30,percent
%tele_2002,.,Community well-being,8,1/1/02,1;2;26;29;30,percent
%tele_2003,.,Community well-being,8,1/1/03,1;2;26;29;30,percent
%tele_2004,.,Community well-being,8,1/1/04,1;2;26;29;30,percent
%tele_2005,95.60%,Community well-being,8,1/1/05,1;2;26;29;30,percent
%tele_2006,95.74%,Community well-being,8,1/1/06,1;2;26;29;30,percent
%tele_2007,94.85%,Community well-being,8,1/1/07,1;2;26;29;30,percent
%tele_2008,98.15%,Community well-being,8,1/1/08,1;2;26;29;30,percent
%tele_2009,97.63%,Community well-being,8,1/1/09,1;2;26;29;30,percent
%tele_2010,97.50%,Community well-being,8,1/1/10,1;2;26;29;30,percent
%tele_2011,97.36%,Community well-being,8,1/1/11,1;2;26;29;30,percent
%tele_2012,97.38%,Community well-being,8,1/1/12,1;2;26;29;30,percent
%tele_2013,97.74%,Community well-being,8,1/1/13,1;2;26;29;30,percent
%tele_2014,97.72%,Community well-being,8,1/1/14,1;2;26;29;30,percent
%tele_2015,98.54%,Community well-being,8,1/1/15,1;2;26;29;30,percent
%tele_2016,97.00%,Community well-being,8,1/1/16,1;2;26;29;30,percent
%internet_2004,.,Community well-being,8,1/1/04,1;2;23;26;29;30,percent
%internet_2005,.,Community well-being,8,1/1/05,1;2;23;26;29;30,percent
%internet_2006,.,Community well-being,8,1/1/06,1;2;23;26;29;30,percent
%internet_2007,.,Community well-being,8,1/1/07,1;2;23;26;29;30,percent
%internet_2008,.,Community well-being,8,1/1/08,1;2;23;26;29;30,percent
%internet_2009,.,Community well-being,8,1/1/09,1;2;23;26;29;30,percent
%internet_2010,.,Community well-being,8,1/1/10,1;2;23;26;29;30,percent
%internet_2011,.,Community well-being,8,1/1/11,1;2;23;26;29;30,percent
%internet_2012,.,Community well-being,8,1/1/12,1;2;23;26;29;30,percent
%internet_2013,82.77%,Community well-being,8,1/1/13,1;2;23;26;29;30,percent
%internet_2014,83.99%,Community well-being,8,1/1/14,1;2;23;26;29;30,percent
%internet_2015,85.92%,Community well-being,8,1/1/15,1;2;23;26;29;30,percent
%internet_2016,87.57%,Community well-being,8,1/1/16,1;2;23;26;29;30,percent
%internet_2017,.,Community well-being,8,1/1/17,1;2;23;26;29;30,percent
tenure_2000,6,Community well-being,8,1/1/00,1;2;26;29;30,number of years
tenure_2001,.,Community well-being,8,1/1/01,1;2;26;29;30,number of years
tenure_2002,.,Community well-being,8,1/1/02,1;2;26;29;30,number of years
tenure_2003,.,Community well-being,8,1/1/03,1;2;26;29;30,number of years
tenure_2004,.,Community well-being,8,1/1/04,1;2;26;29;30,number of years
tenure_2005,6,Community well-being,8,1/1/05,1;2;26;29;30,number of years
tenure_2006,6,Community well-being,8,1/1/06,1;2;26;29;30,number of years
tenure_2007,6,Community well-being,8,1/1/07,1;2;26;29;30,number of years
tenure_2008,6,Community well-being,8,1/1/08,1;2;26;29;30,number of years
tenure_2009,6,Community well-being,8,1/1/09,1;2;26;29;30,number of years
tenure_2010,7,Community well-being,8,1/1/10,1;2;26;29;30,number of years
tenure_2011,7,Community well-being,8,1/1/11,1;2;26;29;30,number of years
tenure_2012,8,Community well-being,8,1/1/12,1;2;26;29;30,number of years
tenure_2013,8,Community well-being,8,1/1/13,1;2;26;29;30,number of years
tenure_2014,8,Community well-being,8,1/1/14,1;2;26;29;30,number of years
tenure_2015,8,Community well-being,8,1/1/15,1;2;26;29;30,number of years
tenure_2016,8,Community well-being,8,1/1/16,1;2;26;29;30,number of years
life_2000,80.5,Community well-being,8,1/1/00,16;51;52;53;28,number of years
life_2001,.,Community well-being,8,1/1/01,16;51;52;53;28,number of years
life_2002,.,Community well-being,8,1/1/02,16;51;52;53;28,number of years
life_2003,.,Community well-being,8,1/1/03,16;51;52;53;28,number of years
life_2004,.,Community well-being,8,1/1/04,16;51;52;53;28,number of years
life_2005,80.8,Community well-being,8,1/1/05,16;51;52;53;28,number of years
life_2006,.,Community well-being,8,1/1/06,16;51;52;53;28,number of years
life_2007,.,Community well-being,8,1/1/07,16;51;52;53;28,number of years
life_2008,81.1,Community well-being,8,1/1/08,16;51;52;53;28,number of years
life_2009,.,Community well-being,8,1/1/09,16;51;52;53;28,number of years
life_2010,82.4,Community well-being,8,1/1/10,16;51;52;53;28,number of years
life_2011,.,Community well-being,8,1/1/11,16;51;52;53;28,number of years
life_2012,.,Community well-being,8,1/1/12,16;51;52;53;28,number of years
life_2013,81.9,Community well-being,8,1/1/13,16;51;52;53;28,number of years
life_2014,81.5,Community well-being,8,1/1/14,16;51;52;53;28,number of years
life_2015,.,Community well-being,8,1/1/15,16;51;52;53;28,number of years
life_2016,.,Community well-being,8,1/1/16,16;51;52;53;28,number of years
life_2017,.,Community well-being,8,1/1/17,16;51;52;53;28,number of years
infant_2000,770,Community well-being,8,1/1/00,52;28;54,"number of deaths per 100,000 live births"
infant_2001,590,Community well-being,8,1/1/01,52;28;54,"number of deaths per 100,000 live births"
infant_2002,680,Community well-being,8,1/1/02,52;28;54,"number of deaths per 100,000 live births"
infant_2003,730,Community well-being,8,1/1/03,52;28;54,"number of deaths per 100,000 live births"
infant_2004,530,Community well-being,8,1/1/04,52;28;54,"number of deaths per 100,000 live births"
infant_2005,640,Community well-being,8,1/1/05,52;28;54,"number of deaths per 100,000 live births"
infant_2006,550,Community well-being,8,1/1/06,52;28;54,"number of deaths per 100,000 live births"
infant_2007,610,Community well-being,8,1/1/07,52;28;54,"number of deaths per 100,000 live births"
infant_2008,530,Community well-being,8,1/1/08,52;28;54,"number of deaths per 100,000 live births"
infant_2009,580,Community well-being,8,1/1/09,52;28;54,"number of deaths per 100,000 live births"
infant_2010,570,Community well-being,8,1/1/10,52;28;54,"number of deaths per 100,000 live births"
infant_2011,480,Community well-being,8,1/1/11,52;28;54,"number of deaths per 100,000 live births"
infant_2012,480,Community well-being,8,1/1/12,52;28;54,"number of deaths per 100,000 live births"
infant_2013,620,Community well-being,8,1/1/13,52;28;54,"number of deaths per 100,000 live births"
infant_2014,440,Community well-being,8,1/1/14,52;28;54,"number of deaths per 100,000 live births"
infant_2015,570,Community well-being,8,1/1/15,52;28;54,"number of deaths per 100,000 live births"
infant_2016,.,Community well-being,8,1/1/16,52;28;54,"number of deaths per 100,000 live births"
infant_2017,.,Community well-being,8,1/1/17,52;28;54,"number of deaths per 100,000 live births"
physicians_per_thous_1995,.,Community well-being,8,1/1/95,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2000,2.51,Community well-being,8,1/1/00,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2001,2.62,Community well-being,8,1/1/01,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2002,2.62,Community well-being,8,1/1/02,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2003,2.69,Community well-being,8,1/1/03,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2004,2.7,Community well-being,8,1/1/04,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2005,2.8,Community well-being,8,1/1/05,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2006,2.81,Community well-being,8,1/1/06,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2007,3.05,Community well-being,8,1/1/07,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2008,3.06,Community well-being,8,1/1/08,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2009,3.14,Community well-being,8,1/1/09,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2010,3.11,Community well-being,8,1/1/10,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2011,3.17,Community well-being,8,1/1/11,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2012,3.21,Community well-being,8,1/1/12,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2013,3.28,Community well-being,8,1/1/13,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2014,3.29,Community well-being,8,1/1/14,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2015,3.37,Community well-being,8,1/1/15,16;54;55;23;56;3,"number of physicians per 1,000 people"
physicians_per_thous_2016,3.35,Community well-being,8,1/1/16,16;54;55;23;56;3,"number of physicians per 1,000 people"
death_2000,7.375,Community well-being,8,1/1/00,52;57;54,"number of deaths per 1,000 people"
death_2001,7.13,Community well-being,8,1/1/01,52;57;54,"number of deaths per 1,000 people"
death_2002,7.55,Community well-being,8,1/1/02,52;57;54,"number of deaths per 1,000 people"
death_2003,7.3,Community well-being,8,1/1/03,52;57;54,"number of deaths per 1,000 people"
death_2004,6.86,Community well-being,8,1/1/04,52;57;54,"number of deaths per 1,000 people"
death_2005,6.62,Community well-being,8,1/1/05,52;57;54,"number of deaths per 1,000 people"
death_2006,7.15,Community well-being,8,1/1/06,52;57;54,"number of deaths per 1,000 people"
death_2007,6.85,Community well-being,8,1/1/07,52;57;54,"number of deaths per 1,000 people"
death_2008,6.79,Community well-being,8,1/1/08,52;57;54,"number of deaths per 1,000 people"
death_2009,6.65,Community well-being,8,1/1/09,52;57;54,"number of deaths per 1,000 people"
death_2010,5.76,Community well-being,8,1/1/10,52;57;54,"number of deaths per 1,000 people"
death_2011,6.08,Community well-being,8,1/1/11,52;57;54,"number of deaths per 1,000 people"
death_2012,6.25,Community well-being,8,1/1/12,52;57;54,"number of deaths per 1,000 people"
death_2013,5.94,Community well-being,8,1/1/13,52;57;54,"number of deaths per 1,000 people"
death_2014,6.15,Community well-being,8,1/1/14,52;57;54,"number of deaths per 1,000 people"
death_2015,6.45,Community well-being,8,1/1/15,52;57;54,"number of deaths per 1,000 people"
death_2016,5.72,Community well-being,8,1/1/16,52;57;54,"number of deaths per 1,000 people"
insurance_2005,.,Community well-being,8,1/1/05,1;2;26;29;30,percent
insurance_2006,90.20%,Community well-being,8,1/1/06,1;2;26;29;30,percent
insurance_2007,91.00%,Community well-being,8,1/1/07,1;2;26;29;30,percent
insurance_2008,92.30%,Community well-being,8,1/1/08,1;2;26;29;30,percent
insurance_2009,91.80%,Community well-being,8,1/1/09,1;2;26;29;30,percent
insurance_2010,91.10%,Community well-being,8,1/1/10,1;2;26;29;30,percent
insurance_2011,91.90%,Community well-being,8,1/1/11,1;2;26;29;30,percent
insurance_2012,92.20%,Community well-being,8,1/1/12,1;2;26;29;30,percent
insurance_2013,92.40%,Community well-being,8,1/1/13,1;2;26;29;30,percent
insurance_2014,94.00%,Community well-being,8,1/1/14,1;2;26;29;30,percent
insurance_2015,95.20%,Community well-being,8,1/1/15,1;2;26;29;30,percent
insurance_2016,95.80%,Community well-being,8,1/1/16,1;2;26;29;30,percent
insurance_2017,.,Community well-being,8,1/1/17,1;2;26;29;30,percent
healthy_food_per_thous_2002,0.54,Community well-being,8,1/1/02,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2003,0.53,Community well-being,8,1/1/03,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2004,0.53,Community well-being,8,1/1/04,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2005,0.37,Community well-being,8,1/1/05,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2006,0.37,Community well-being,8,1/1/06,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2007,0.36,Community well-being,8,1/1/07,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2008,0.47,Community well-being,8,1/1/08,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2009,0.32,Community well-being,8,1/1/09,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2010,0.32,Community well-being,8,1/1/10,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2011,0.32,Community well-being,8,1/1/11,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2012,0.31,Community well-being,8,1/1/12,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2013,0.32,Community well-being,8,1/1/13,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2014,0.31,Community well-being,8,1/1/14,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2015,0.31,Community well-being,8,1/1/15,17;20,"number of outlets per 1,000 people"
healthy_food_per_thous_2016,0.31,Community well-being,8,1/1/16,17;20,"number of outlets per 1,000 people"
%no_vehicle_2000,10.98%,Community well-being,8,1/1/00,1;2;26;29;30,percent
%no_vehicle_2001,.,Community well-being,8,1/1/01,1;2;26;29;30,percent
%no_vehicle_2002,.,Community well-being,8,1/1/02,1;2;26;29;30,percent
%no_vehicle_2003,.,Community well-being,8,1/1/03,1;2;26;29;30,percent
%no_vehicle_2004,.,Community well-being,8,1/1/04,1;2;26;29;30,percent
%no_vehicle_2005,8.68%,Community well-being,8,1/1/05,1;2;26;29;30,percent
%no_vehicle_2006,8.91%,Community well-being,8,1/1/06,1;2;26;29;30,percent
%no_vehicle_2007,8.48%,Community well-being,8,1/1/07,1;2;26;29;30,percent
%no_vehicle_2008,8.41%,Community well-being,8,1/1/08,1;2;26;29;30,percent
%no_vehicle_2009,8.82%,Community well-being,8,1/1/09,1;2;26;29;30,percent
%no_vehicle_2010,8.91%,Community well-being,8,1/1/10,1;2;26;29;30,percent
%no_vehicle_2011,8.95%,Community well-being,8,1/1/11,1;2;26;29;30,percent
%no_vehicle_2012,8.36%,Community well-being,8,1/1/12,1;2;26;29;30,percent
%no_vehicle_2013,9.01%,Community well-being,8,1/1/13,1;2;26;29;30,percent
%no_vehicle_2014,8.18%,Community well-being,8,1/1/14,1;2;26;29;30,percent
%no_vehicle_2015,8.22%,Community well-being,8,1/1/15,1;2;26;29;30,percent
%no_vehicle_2016,8.35%,Community well-being,8,1/1/16,1;2;26;29;30,percent
%imp_cover_2010,.,Community well-being,8,1/1/10,58,percent
%imp_cover_2011,2.77%,Community well-being,8,1/1/11,58,percent
%imp_cover_2012,.,Community well-being,8,1/1/12,58,percent
%imp_cover_2016,.,Community well-being,8,1/1/16,58,percent
%days_affected_2000,0.10%,Community well-being,8,1/1/00,59,percent
%days_affected_2001,0.06%,Community well-being,8,1/1/01,59,percent
%days_affected_2002,0.80%,Community well-being,8,1/1/02,59,percent
%days_affected_2003,.,Community well-being,8,1/1/03,59,percent
%days_affected_2004,.,Community well-being,8,1/1/04,59,percent
%days_affected_2005,.,Community well-being,8,1/1/05,59,percent
%days_affected_2006,4.29%,Community well-being,8,1/1/06,59,percent
%days_affected_2007,2.68%,Community well-being,8,1/1/07,59,percent
%days_affected_2008,2.43%,Community well-being,8,1/1/08,59,percent
%days_affected_2009,1.73%,Community well-being,8,1/1/09,59,percent
%days_affected_2010,0.66%,Community well-being,8,1/1/10,59,percent
%days_affected_2011,5.71%,Community well-being,8,1/1/11,59,percent
%days_affected_2012,4.39%,Community well-being,8,1/1/12,59,percent
%days_affected_2013,2.55%,Community well-being,8,1/1/13,59,percent
%days_affected_2014,10.41%,Community well-being,8,1/1/14,59,percent
%days_affected_2015,6.19%,Community well-being,8,1/1/15,59,percent
%days_affected_2016,3.08%,Community well-being,8,1/1/16,59,percent
%days_affected_2017,.,Community well-being,8,1/1/17,59,percent
%coast_impaired_2016,67.00%,Community well-being,8,1/1/16,60,percent
%coast_impaired_2018,.,Community well-being,8,1/1/18,60,percent
%cult_2010,.,Physical infrastructure,11,1/1/10,58,percent
%cult_2011,2.97%,Physical infrastructure,11,1/1/11,58,percent
%cult_2012,.,Physical infrastructure,11,1/1/12,58,percent
%cult_2016,.,Physical infrastructure,11,1/1/16,58,percent
%noplumb_2000,0.95%,Physical infrastructure,11,1/1/00,1;2,percent
%noplumb_2005,0.96%,Physical infrastructure,11,1/1/05,1;2,percent
%noplumb_2006,0.76%,Physical infrastructure,11,1/1/06,1;2,percent
%noplumb_2007,0.95%,Physical infrastructure,11,1/1/07,1;2,percent
%noplumb_2008,1.14%,Physical infrastructure,11,1/1/08,1;2,percent
%noplumb_2009,1.25%,Physical infrastructure,11,1/1/09,1;2,percent
%noplumb_2010,0.77%,Physical infrastructure,11,1/1/10,1;2,percent
%noplumb_2011,1.48%,Physical infrastructure,11,1/1/11,1;2,percent
%noplumb_2012,1.57%,Physical infrastructure,11,1/1/12,1;2,percent
%noplumb_2013,1.51%,Physical infrastructure,11,1/1/13,1;2,percent
%noplumb_2014,1.41%,Physical infrastructure,11,1/1/14,1;2,percent
%noplumb_2015,1.36%,Physical infrastructure,11,1/1/15,1;2,percent
%noplumb_2016,1.30%,Physical infrastructure,11,1/1/16,1;2,percent
%noplumb_2017,1.47%,Physical infrastructure,11,1/1/17,1;2,percent
bldg_perm_2000,"4,905",Physical infrastructure,11,1/1/00,23;26;40;62,number of permits
bldg_perm_2001,"4,790",Physical infrastructure,11,1/1/01,23;26;40;62,number of permits
bldg_perm_2002,"5,902",Physical infrastructure,11,1/1/02,23;26;40;62,number of permits
bldg_perm_2003,"7,284",Physical infrastructure,11,1/1/03,23;26;40;62,number of permits
bldg_perm_2004,"9,034",Physical infrastructure,11,1/1/04,23;26;40;62,number of permits
bldg_perm_2005,"9,828",Physical infrastructure,11,1/1/05,23;26;40;62,number of permits
bldg_perm_2006,"7,530",Physical infrastructure,11,1/1/06,23;26;40;62,number of permits
bldg_perm_2007,"6,972",Physical infrastructure,11,1/1/07,23;26;40;62,number of permits
bldg_perm_2008,"4,115",Physical infrastructure,11,1/1/08,23;26;40;62,number of permits
bldg_perm_2009,"2,617",Physical infrastructure,11,1/1/09,23;26;40;62,number of permits
bldg_perm_2010,"3,442",Physical infrastructure,11,1/1/10,23;26;40;62,number of permits
bldg_perm_2011,"2,743",Physical infrastructure,11,1/1/11,23;26;40;62,number of permits
bldg_perm_2012,"2,993",Physical infrastructure,11,1/1/12,23;26;40;62,number of permits
bldg_perm_2013,"3,882",Physical infrastructure,11,1/1/13,23;26;40;62,number of permits
bldg_perm_2014,"3,066",Physical infrastructure,11,1/1/14,23;26;40;62,number of permits
bldg_perm_2015,"5,422",Physical infrastructure,11,1/1/15,23;26;40;62,number of permits
bldg_perm_2016,"3,369",Physical infrastructure,11,1/1/16,23;26;40;62,number of permits
bldg_perm_2017,"4,035",Physical infrastructure,11,1/1/17,23;26;40;62,number of permits
NPDES_2000,443,Physical infrastructure,11,1/1/00,61;63,number of permits
NPDES_2001,507,Physical infrastructure,11,1/1/01,61;63,number of permits
NPDES_2002,563,Physical infrastructure,11,1/1/02,61;63,number of permits
NPDES_2003,318,Physical infrastructure,11,1/1/03,61;63,number of permits
NPDES_2004,718,Physical infrastructure,11,1/1/04,61;63,number of permits
NPDES_2005,997,Physical infrastructure,11,1/1/05,61;63,number of permits
NPDES_2006,"1,244",Physical infrastructure,11,1/1/06,61;63,number of permits
NPDES_2007,"1,406",Physical infrastructure,11,1/1/07,61;63,number of permits
NPDES_2008,421,Physical infrastructure,11,1/1/08,61;63,number of permits
NPDES_2009,720,Physical infrastructure,11,1/1/09,61;63,number of permits
NPDES_2010,912,Physical infrastructure,11,1/1/10,61;63,number of permits
NPDES_2011,982,Physical infrastructure,11,1/1/11,61;63,number of permits
NPDES_2012,"1,014",Physical infrastructure,11,1/1/12,61;63,number of permits
NPDES_2013,908,Physical infrastructure,11,1/1/13,61;63,number of permits
NPDES_2014,"1,273",Physical infrastructure,11,1/1/14,61;63,number of permits
NPDES_2015,"1,547",Physical infrastructure,11,1/1/15,61;63,number of permits
NPDES_2016,"1,844",Physical infrastructure,11,1/1/16,61;63,number of permits
NPDES_2017,"2,014",Physical infrastructure,11,1/1/17,61;63,number of permits
releases_2000,"1,273,978.37",Physical infrastructure,11,1/1/00,64,lbs
releases_2001,"3,380,521.37",Physical infrastructure,11,1/1/01,64,lbs
releases_2002,"3,695,660.59",Physical infrastructure,11,1/1/02,64,lbs
releases_2003,"3,167,753.27",Physical infrastructure,11,1/1/03,64,lbs
releases_2004,"3,170,717.64",Physical infrastructure,11,1/1/04,64,lbs
releases_2005,"3,105,368.58",Physical infrastructure,11,1/1/05,64,lbs
releases_2006,"3,021,487.54",Physical infrastructure,11,1/1/06,64,lbs
releases_2007,"3,015,577.18",Physical infrastructure,11,1/1/07,64,lbs
releases_2008,"3,245,549.77",Physical infrastructure,11,1/1/08,64,lbs
releases_2009,"3,230,824.09",Physical infrastructure,11,1/1/09,64,lbs
releases_2010,"2,777,863.72",Physical infrastructure,11,1/1/10,64,lbs
releases_2011,"2,871,598.97",Physical infrastructure,11,1/1/11,64,lbs
releases_2012,"2,957,277.09",Physical infrastructure,11,1/1/12,64,lbs
releases_2013,"2,843,333.64",Physical infrastructure,11,1/1/13,64,lbs
releases_2014,"2,926,448.87",Physical infrastructure,11,1/1/14,64,lbs
releases_2015,"2,817,038.12",Physical infrastructure,11,1/1/15,64,lbs
releases_2016,"3,215,153.18",Physical infrastructure,11,1/1/16,64,lbs
releases_2017,"3,061,992.03",Physical infrastructure,11,1/1/17,64,lbs
landfills_2000,9,Physical infrastructure,11,1/1/00,65,number of landfills
landfills_2001,9,Physical infrastructure,11,1/1/01,65,number of landfills
landfills_2002,9,Physical infrastructure,11,1/1/02,65,number of landfills
landfills_2003,9,Physical infrastructure,11,1/1/03,65,number of landfills
landfills_2004,9,Physical infrastructure,11,1/1/04,65,number of landfills
landfills_2005,9,Physical infrastructure,11,1/1/05,65,number of landfills
landfills_2006,9,Physical infrastructure,11,1/1/06,65,number of landfills
landfills_2007,9,Physical infrastructure,11,1/1/07,65,number of landfills
landfills_2008,9,Physical infrastructure,11,1/1/08,65,number of landfills
landfills_2009,9,Physical infrastructure,11,1/1/09,65,number of landfills
landfills_2010,9,Physical infrastructure,11,1/1/10,65,number of landfills
landfills_2011,9,Physical infrastructure,11,1/1/11,65,number of landfills
landfills_2012,9,Physical infrastructure,11,1/1/12,65,number of landfills
landfills_2013,9,Physical infrastructure,11,1/1/13,65,number of landfills
landfills_2014,9,Physical infrastructure,11,1/1/14,65,number of landfills
landfills_2015,9,Physical infrastructure,11,1/1/15,65,number of landfills
landfills_2016,9,Physical infrastructure,11,1/1/16,65,number of landfills
landfills_2017,9,Physical infrastructure,11,1/1/17,65,number of landfills
DOD_2000,9,Physical infrastructure,11,1/1/00,66,acres
DOD_2001,243816,Physical infrastructure,11,1/1/01,66,acres
DOD_2002,245485,Physical infrastructure,11,1/1/02,66,acres
DOD_2003,236303,Physical infrastructure,11,1/1/03,66,acres
DOD_2004,211954,Physical infrastructure,11,1/1/04,66,acres
DOD_2005,204305,Physical infrastructure,11,1/1/05,66,acres
DOD_2006,233624,Physical infrastructure,11,1/1/06,66,acres
DOD_2007,232797,Physical infrastructure,11,1/1/07,66,acres
DOD_2008,238920,Physical infrastructure,11,1/1/08,66,acres
DOD_2009,230532,Physical infrastructure,11,1/1/09,66,acres
DOD_2010,230622,Physical infrastructure,11,1/1/10,66,acres
DOD_2011,230929,Physical infrastructure,11,1/1/11,66,acres
DOD_2012,230486,Physical infrastructure,11,1/1/12,66,acres
DOD_2013,230280,Physical infrastructure,11,1/1/13,66,acres
DOD_2014,224897,Physical infrastructure,11,1/1/14,66,acres
DOD_2016,59795,Physical infrastructure,11,1/1/16,66,acres
DOD_2017,228639,Physical infrastructure,11,1/1/17,66,acres
%DOD_2000,0.00%,Physical infrastructure,11,1/1/00,66,percent
%DOD_2001,6.03%,Physical infrastructure,11,1/1/01,66,percent
